年,月,日,時,波高,週期,波向,風速,風向
2024,10,2,16,4.52,7.5,0.0,19.1,31.0
2024,10,2,17,4.01,7.1,0.0,19.9,34.0
2024,10,2,18,4.67,7.7,11.0,19.9,37.0
2024,10,2,19,4.7,7.4,11.0,19.2,33.0
2024,10,2,21,6.24,9.0,0.0,21.9,34.0
2024,10,2,22,5.86,7.9,11.0,21.4,37.0
2024,10,2,23,5.39,8.2,11.0,19.4,36.0
2024,10,3,0,4.95,7.7,11.0,19.5,36.0
2024,10,3,1,5.46,8.3,11.0,18.8,32.0
2024,10,3,2,4.77,7.4,11.0,19.0,34.0
2024,10,3,3,4.43,7.4,0.0,18.4,33.0
2024,10,3,4,4.25,7.0,11.0,18.2,29.0
2024,10,3,5,4.15,7.1,11.0,18.3,32.0
2024,10,3,6,4.27,7.0,0.0,19.6,33.0
2024,10,3,7,4.27,7.0,0.0,20.2,30.0
2024,10,3,8,4.26,6.7,11.0,19.9,27.0
2024,10,3,9,4.3,7.1,0.0,18.8,32.0
2024,10,3,10,4.39,7.1,0.0,19.3,30.0
2024,10,3,11,4.36,7.1,0.0,19.2,25.0
2024,10,3,12,4.07,6.7,11.0,18.7,24.0
2024,10,3,13,3.68,6.1,22.0,20.0,23.0
2024,10,3,14,3.71,6.4,0.0,19.0,28.0
2024,10,3,15,3.51,6.2,0.0,19.6,25.0
2024,10,3,16,3.54,6.2,11.0,19.8,22.0
2024,10,3,17,3.98,6.5,11.0,19.0,27.0
2024,10,3,18,3.55,6.4,0.0,20.0,26.0
2024,10,3,19,4.36,6.8,22.0,20.0,27.0
2024,10,3,20,4.17,6.6,11.0,20.6,28.0
2024,10,3,21,3.9,6.5,11.0,20.3,34.0
2024,10,3,22,3.71,6.5,11.0,20.1,32.0
2024,10,3,23,3.94,6.7,11.0,18.8,36.0
2024,10,4,0,3.73,6.4,11.0,18.2,34.0
2024,10,4,1,3.56,6.3,11.0,16.4,38.0
2024,10,4,2,3.0,5.6,11.0,16.2,41.0
2024,10,4,3,3.16,6.2,11.0,15.0,41.0
2024,10,4,4,2.87,6.1,0.0,13.9,34.0
2024,10,4,5,2.92,5.9,11.0,15.1,26.0
2024,10,4,6,2.95,6.0,0.0,16.5,25.0
2024,10,4,8,3.02,5.7,0.0,15.6,29.0
2024,10,4,9,2.85,5.6,11.0,15.4,23.0
2024,10,4,10,2.79,5.8,0.0,16.0,27.0
2024,10,4,11,2.33,5.4,11.0,15.4,31.0
2024,10,4,12,2.7,5.7,11.0,13.2,31.0
2024,10,4,13,2.45,5.5,0.0,13.4,28.0
2024,10,4,14,2.69,5.8,0.0,13.2,24.0
2024,10,4,15,2.58,5.6,0.0,13.8,26.0
2024,10,4,16,2.71,5.7,11.0,14.2,28.0
2024,10,4,17,2.77,5.6,0.0,12.6,33.0
2024,10,4,18,2.61,5.9,0.0,13.4,32.0
2024,10,4,19,2.97,6.0,0.0,13.3,31.0
2024,10,4,20,2.62,5.8,11.0,12.7,35.0
2024,10,4,21,2.64,6.0,11.0,13.1,29.0
2024,10,4,23,2.75,5.9,11.0,11.3,31.0
2024,10,5,0,2.35,6.0,11.0,10.4,28.0
2024,10,5,1,2.33,5.5,11.0,11.0,30.0
2024,10,5,2,2.31,5.9,11.0,9.8,26.0
2024,10,5,3,2.02,5.8,11.0,10.1,24.0
2024,10,5,4,2.14,5.9,0.0,9.9,22.0
2024,10,5,5,2.0,5.5,11.0,9.4,20.0
2024,10,5,6,1.91,5.6,0.0,8.4,9.0
2024,10,5,7,2.09,5.9,348.0,7.9,4.0
2024,10,5,8,1.82,5.6,348.0,6.7,7.0
2024,10,5,9,1.77,5.7,348.0,7.3,358.0
2024,10,5,10,1.92,5.5,348.0,6.6,1.0
2024,10,5,11,1.74,5.5,11.0,5.7,15.0
2024,10,5,12,1.65,5.6,11.0,6.6,9.0
2024,10,5,13,1.58,5.0,11.0,6.2,14.0
2024,10,5,14,1.34,4.9,0.0,6.4,11.0
2024,10,5,15,1.38,4.9,11.0,7.8,16.0
2024,10,5,16,1.3,4.8,0.0,7.2,13.0
2024,10,5,17,1.35,4.8,0.0,7.5,8.0
2024,10,5,18,1.13,4.5,0.0,7.3,2.0
2024,10,5,19,1.13,4.6,348.0,6.4,8.0
2024,10,5,20,1.24,4.8,337.0,6.0,3.0
2024,10,5,21,1.07,4.8,348.0,5.4,18.0
2024,10,5,22,1.17,4.9,348.0,4.0,25.0
2024,10,5,23,1.1,5.2,0.0,2.2,13.0
2024,10,6,0,0.98,4.8,0.0,1.6,355.0
2024,10,6,3,1.03,5.3,0.0,1.1,242.0
2024,10,6,4,0.84,5.0,348.0,1.3,268.0
2024,10,6,7,0.91,5.2,337.0,2.5,165.0
2024,10,6,8,0.87,5.2,33.0,2.9,160.0
2024,10,6,9,0.93,5.2,337.0,2.3,185.0
2024,10,6,10,0.99,5.0,0.0,2.2,239.0
2024,10,6,11,0.98,5.2,348.0,1.6,245.0
2024,10,6,12,1.13,5.1,348.0,2.9,285.0
2024,10,6,13,1.13,5.2,0.0,2.5,325.0
2024,10,6,14,1.14,5.1,0.0,4.6,14.0
2024,10,6,15,1.06,4.7,0.0,6.1,14.0
2024,10,6,16,1.01,4.7,348.0,5.1,17.0
2024,10,6,17,1.04,4.7,348.0,5.6,28.0
2024,10,6,18,1.01,4.6,348.0,4.8,17.0
2024,10,6,19,0.99,4.8,337.0,4.9,9.0
2024,10,6,20,0.96,4.6,348.0,4.4,10.0
2024,10,6,21,1.1,5.0,348.0,2.7,2.0
2024,10,6,22,1.09,5.1,11.0,1.8,332.0
2024,10,6,23,1.18,5.3,11.0,2.6,352.0
2024,10,7,0,1.34,5.3,22.0,1.6,28.0
2024,10,7,2,1.07,5.1,0.0,2.1,185.0
2024,10,7,3,1.17,5.1,11.0,3.2,178.0
2024,10,7,4,1.03,5.1,0.0,4.3,169.0
2024,10,7,5,0.93,5.1,348.0,4.5,170.0
2024,10,7,6,0.91,5.3,22.0,3.9,164.0
2024,10,7,7,0.77,5.2,45.0,4.0,162.0
2024,10,7,8,0.94,5.6,22.0,3.5,161.0
2024,10,7,11,1.12,5.5,0.0,2.8,10.0
2024,10,7,12,1.02,5.2,0.0,4.0,17.0
2024,10,7,13,1.24,5.2,11.0,6.2,14.0
2024,10,7,14,1.36,5.1,11.0,8.1,25.0
2024,10,7,15,1.76,5.3,11.0,8.6,28.0
2024,10,7,16,2.04,5.5,11.0,10.5,27.0
2024,10,7,17,2.35,5.6,22.0,10.2,42.0
2024,10,7,18,2.31,5.7,11.0,10.6,27.0
2024,10,7,19,2.04,5.4,22.0,11.4,30.0
2024,10,7,20,2.41,5.7,11.0,10.8,22.0
2024,10,7,21,2.49,6.1,11.0,11.6,21.0
2024,10,7,22,2.41,5.9,11.0,10.9,27.0
2024,10,7,23,2.31,6.1,11.0,10.1,32.0
2024,10,8,0,2.65,6.3,11.0,10.0,33.0
2024,10,8,1,2.18,5.6,11.0,10.5,32.0
2024,10,8,2,2.7,6.4,11.0,10.4,34.0
2024,10,8,3,2.36,5.9,11.0,10.0,43.0
2024,10,8,4,2.46,5.9,22.0,9.9,48.0
2024,10,8,5,2.42,5.9,11.0,9.7,44.0
2024,10,8,6,2.08,5.5,11.0,10.3,40.0
2024,10,8,7,2.11,5.7,11.0,10.8,42.0
2024,10,8,8,2.03,5.8,0.0,8.5,43.0
2024,10,8,9,1.92,5.5,11.0,9.6,41.0
2024,10,8,10,2.17,5.9,0.0,11.7,33.0
2024,10,8,11,2.51,5.7,0.0,13.0,30.0
2024,10,8,12,3.06,6.1,22.0,13.8,32.0
2024,10,8,13,2.89,6.4,11.0,13.7,30.0
2024,10,8,14,3.06,6.0,22.0,14.0,29.0
2024,10,8,15,2.69,5.8,22.0,14.5,33.0
2024,10,8,16,2.55,5.6,11.0,15.2,39.0
2024,10,8,17,2.33,5.4,33.0,15.5,33.0
2024,10,8,18,2.88,6.2,11.0,15.5,35.0
2024,10,8,19,2.82,5.8,11.0,15.7,38.0
2024,10,8,20,3.01,5.9,0.0,14.6,36.0
2024,10,8,21,2.58,5.7,11.0,14.3,35.0
2024,10,8,22,2.8,6.0,11.0,15.5,36.0
2024,10,8,23,2.55,5.8,22.0,13.7,37.0
2024,10,9,0,2.53,5.8,11.0,13.1,43.0
2024,10,9,1,2.87,5.9,11.0,12.4,43.0
2024,10,9,2,2.71,6.2,33.0,11.6,43.0
2024,10,9,3,2.44,5.8,22.0,11.7,44.0
2024,10,9,4,2.27,5.6,22.0,11.5,43.0
2024,10,9,5,2.29,5.6,22.0,12.0,43.0
2024,10,9,6,1.98,5.2,22.0,12.7,39.0
2024,10,9,7,2.05,5.2,22.0,11.7,42.0
2024,10,9,8,2.24,5.5,22.0,11.9,38.0
2024,10,9,9,2.15,5.5,22.0,12.2,35.0
2024,10,9,10,1.9,5.3,11.0,12.1,30.0
2024,10,9,11,2.38,5.6,0.0,12.5,29.0
2024,10,9,12,2.49,5.9,11.0,12.8,25.0
2024,10,9,13,2.94,6.1,11.0,13.8,23.0
2024,10,9,14,2.77,5.9,22.0,12.9,28.0
2024,10,9,15,2.66,5.6,22.0,13.0,29.0
2024,10,9,16,2.53,5.5,22.0,12.9,28.0
2024,10,9,17,2.37,5.2,22.0,13.5,29.0
2024,10,9,18,2.17,5.2,22.0,12.3,34.0
2024,10,9,19,2.23,5.3,22.0,11.8,31.0
2024,10,9,20,2.3,5.3,11.0,11.6,34.0
2024,10,9,21,1.89,5.0,11.0,12.4,40.0
2024,10,9,22,2.11,5.3,11.0,12.4,40.0
2024,10,9,23,2.11,5.4,11.0,12.2,38.0
2024,10,10,0,2.17,5.5,22.0,12.4,34.0
2024,10,10,1,2.05,5.2,22.0,12.6,41.0
2024,10,10,2,2.11,5.2,22.0,11.8,38.0
2024,10,10,3,1.96,5.2,33.0,12.2,40.0
2024,10,10,4,1.89,5.0,22.0,12.0,42.0
2024,10,10,5,2.24,5.5,22.0,13.0,39.0
2024,10,10,6,2.1,5.1,22.0,12.7,41.0
2024,10,10,7,2.04,5.0,22.0,11.6,47.0
2024,10,10,8,2.05,5.1,22.0,13.2,35.0
2024,10,10,9,2.02,5.3,22.0,12.6,37.0
2024,10,10,10,2.03,5.1,22.0,13.0,32.0
2024,10,10,11,2.03,5.3,22.0,13.2,27.0
2024,10,10,12,2.27,5.4,22.0,13.3,24.0
2024,10,10,13,2.37,5.6,22.0,13.3,20.0
2024,10,10,14,2.27,5.4,22.0,12.7,24.0
2024,10,10,15,2.33,5.4,22.0,13.5,18.0
2024,10,10,16,2.5,5.5,33.0,13.1,21.0
2024,10,10,17,2.46,5.4,33.0,13.1,24.0
2024,10,10,18,2.22,5.1,22.0,12.4,26.0
2024,10,10,19,1.75,4.9,22.0,12.2,27.0
2024,10,10,20,1.81,4.9,33.0,11.8,35.0
2024,10,10,21,1.92,5.0,33.0,11.3,37.0
2024,10,10,22,1.8,4.9,22.0,11.6,42.0
2024,10,10,23,1.77,5.0,33.0,10.3,41.0
2024,10,11,0,1.86,5.0,22.0,11.7,39.0
2024,10,11,1,1.83,5.0,11.0,12.7,45.0
2024,10,11,2,2.12,5.2,22.0,11.3,44.0
2024,10,11,3,1.97,5.2,22.0,11.1,38.0
2024,10,11,4,1.99,5.4,22.0,11.5,41.0
2024,10,11,5,1.97,5.2,22.0,10.4,45.0
2024,10,11,6,1.96,5.1,22.0,10.7,44.0
2024,10,11,7,1.89,5.1,22.0,10.3,48.0
2024,10,11,8,1.98,5.4,33.0,10.7,46.0
2024,10,11,9,1.8,5.1,33.0,10.1,42.0
2024,10,11,10,1.79,5.1,22.0,10.0,40.0
2024,10,11,11,1.78,5.2,11.0,10.6,25.0
2024,10,11,12,1.99,5.4,11.0,11.8,21.0
2024,10,11,13,2.35,5.5,22.0,13.2,21.0
2024,10,11,14,2.16,5.4,11.0,13.8,25.0
2024,10,11,15,2.44,5.6,22.0,13.1,25.0
2024,10,11,16,3.07,6.2,22.0,14.0,30.0
2024,10,11,17,2.42,5.6,22.0,14.2,33.0
2024,10,11,18,2.49,5.5,22.0,12.9,32.0
2024,10,11,19,2.39,5.4,22.0,12.2,30.0
2024,10,11,20,2.07,5.0,22.0,12.7,35.0
2024,10,11,21,2.22,5.3,22.0,12.3,36.0
2024,10,11,22,2.06,5.2,11.0,11.7,35.0
2024,10,11,23,1.75,5.0,33.0,10.9,37.0
2024,10,12,0,1.99,5.3,11.0,10.5,37.0
2024,10,12,1,1.92,5.3,11.0,10.2,42.0
2024,10,12,2,1.89,5.3,22.0,8.4,46.0
2024,10,12,3,1.82,5.3,11.0,8.9,45.0
2024,10,12,4,1.63,5.2,11.0,9.8,38.0
2024,10,12,5,1.74,5.2,22.0,8.1,48.0
2024,10,12,6,1.76,5.5,11.0,6.8,43.0
2024,10,12,7,1.6,5.4,11.0,6.6,41.0
2024,10,12,8,1.76,5.6,11.0,5.9,46.0
2024,10,12,9,1.44,5.3,11.0,5.6,43.0
2024,10,12,10,1.43,5.2,11.0,6.6,43.0
2024,10,12,11,1.55,5.4,11.0,7.1,38.0
2024,10,12,12,1.73,5.3,0.0,8.7,28.0
2024,10,12,13,2.04,5.5,0.0,9.6,20.0
2024,10,12,14,2.09,5.7,11.0,9.7,21.0
2024,10,12,15,2.08,5.5,11.0,10.1,18.0
2024,10,12,16,2.51,5.8,11.0,10.1,18.0
2024,10,12,17,2.18,5.8,22.0,10.0,22.0
2024,10,12,18,2.31,5.8,11.0,10.3,19.0
2024,10,12,19,2.12,5.5,22.0,10.7,26.0
2024,10,12,20,2.24,5.7,22.0,9.9,31.0
2024,10,12,21,2.18,5.6,22.0,8.6,29.0
2024,10,12,22,1.95,5.7,22.0,8.1,34.0
2024,10,12,23,1.78,5.4,11.0,7.4,33.0
2024,10,13,0,1.6,5.5,11.0,5.8,40.0
2024,10,13,1,1.58,5.5,11.0,5.2,40.0
2024,10,13,2,1.43,5.3,11.0,5.1,38.0
2024,10,13,3,1.51,5.7,348.0,3.3,55.0
2024,10,13,4,1.59,5.7,348.0,3.3,45.0
2024,10,13,5,1.59,5.6,11.0,3.2,44.0
2024,10,13,6,1.54,5.5,22.0,4.6,45.0
2024,10,13,7,1.39,5.4,11.0,3.3,52.0
2024,10,13,8,1.46,5.6,22.0,3.9,39.0
2024,10,13,9,1.38,5.4,11.0,2.9,37.0
2024,10,13,10,1.14,5.3,11.0,3.1,14.0
2024,10,13,11,1.21,5.2,348.0,3.9,12.0
2024,10,13,12,1.07,5.4,348.0,4.1,6.0
2024,10,13,13,1.1,5.3,0.0,4.2,24.0
2024,10,13,14,1.17,5.0,11.0,5.3,8.0
2024,10,13,15,1.11,4.9,11.0,6.3,359.0
2024,10,13,16,1.17,4.9,22.0,6.5,2.0
2024,10,13,17,1.25,5.0,22.0,5.9,8.0
2024,10,13,18,1.54,5.3,11.0,5.8,8.0
2024,10,13,19,1.58,5.2,11.0,4.5,7.0
2024,10,13,20,1.51,5.1,0.0,3.4,13.0
2024,10,13,21,1.49,5.4,11.0,1.4,20.0
2024,10,14,2,1.06,5.2,0.0,1.2,182.0
2024,10,14,4,1.1,5.6,11.0,1.3,198.0
2024,10,14,5,1.14,5.7,11.0,1.6,192.0
2024,10,14,6,1.15,5.4,0.0,1.1,130.0
2024,10,14,8,1.14,5.4,0.0,1.2,66.0
2024,10,14,9,1.13,5.3,11.0,2.7,33.0
2024,10,14,10,1.07,5.0,11.0,2.3,16.0
2024,10,14,11,1.04,5.1,11.0,2.8,339.0
2024,10,14,12,0.91,5.0,11.0,2.9,335.0
2024,10,14,13,0.85,4.9,348.0,3.7,334.0
2024,10,14,14,0.86,5.1,0.0,4.0,342.0
2024,10,14,15,0.82,4.9,0.0,4.9,349.0
2024,10,14,16,0.88,4.8,11.0,5.6,3.0
2024,10,14,17,0.99,4.6,0.0,5.7,13.0
2024,10,14,18,1.02,4.6,11.0,5.7,14.0
2024,10,14,19,1.01,4.7,11.0,6.6,12.0
2024,10,14,20,1.17,4.7,22.0,4.3,12.0
2024,10,14,21,1.29,4.9,22.0,3.7,21.0
2024,10,14,22,1.28,5.0,33.0,2.0,44.0
2024,10,14,23,1.11,4.9,22.0,1.8,358.0
2024,10,15,0,0.93,4.8,11.0,1.2,323.0
2024,10,15,1,0.87,4.7,0.0,2.2,328.0
2024,10,15,2,0.79,4.8,0.0,1.6,320.0
2024,10,15,3,0.71,4.6,0.0,2.9,334.0
2024,10,15,4,0.77,4.9,11.0,3.3,346.0
2024,10,15,5,0.64,4.5,0.0,3.3,20.0
2024,10,15,6,0.7,4.5,22.0,1.5,10.0
2024,10,15,7,0.64,4.5,11.0,1.7,358.0
2024,10,15,8,0.78,4.5,11.0,1.4,350.0
2024,10,15,10,0.83,4.6,0.0,2.7,10.0
2024,10,15,11,0.64,4.5,11.0,2.5,358.0
2024,10,15,12,0.61,4.2,22.0,4.3,349.0
2024,10,15,13,0.61,4.4,11.0,4.5,345.0
2024,10,15,14,0.61,4.2,0.0,4.5,353.0
2024,10,15,15,0.59,4.1,0.0,5.0,6.0
2024,10,15,16,0.62,3.9,0.0,5.9,11.0
2024,10,15,17,0.74,4.1,11.0,6.7,9.0
2024,10,15,18,0.95,4.3,0.0,7.0,13.0
2024,10,15,19,1.42,4.9,11.0,7.2,17.0
2024,10,15,20,2.11,5.7,11.0,6.8,26.0
2024,10,15,21,1.74,5.4,11.0,5.2,29.0
2024,10,15,22,1.6,5.5,22.0,3.4,34.0
2024,10,15,23,1.57,5.2,11.0,2.4,27.0
2024,10,16,0,1.39,5.4,33.0,2.8,57.0
2024,10,16,1,1.2,5.1,33.0,2.9,61.0
2024,10,16,2,1.0,4.9,22.0,1.5,69.0
2024,10,16,3,1.06,5.2,11.0,4.2,46.0
2024,10,16,4,1.09,4.9,22.0,4.4,36.0
2024,10,16,5,1.01,5.0,11.0,4.9,49.0
2024,10,16,6,1.13,5.1,22.0,5.4,48.0
2024,10,16,7,1.31,5.1,22.0,5.1,33.0
2024,10,16,8,1.11,4.9,22.0,5.7,32.0
2024,10,16,9,1.2,5.2,22.0,4.8,42.0
2024,10,16,10,1.19,5.0,22.0,5.8,34.0
2024,10,16,11,1.26,5.2,22.0,5.8,15.0
2024,10,16,12,1.42,4.8,22.0,8.5,23.0
2024,10,16,13,1.59,5.0,22.0,9.1,21.0
2024,10,16,14,1.48,4.9,11.0,10.0,23.0
2024,10,16,15,1.72,5.1,22.0,10.0,19.0
2024,10,16,16,1.95,5.3,22.0,11.7,22.0
2024,10,16,17,2.25,5.6,22.0,11.9,24.0
2024,10,16,18,2.2,5.7,22.0,12.3,27.0
2024,10,16,19,2.68,6.0,22.0,10.7,34.0
2024,10,16,20,2.45,5.9,33.0,10.1,35.0
2024,10,16,21,2.2,5.7,11.0,10.2,31.0
2024,10,16,22,2.42,5.6,11.0,9.3,31.0
2024,10,16,23,2.12,5.4,33.0,9.3,45.0
2024,10,17,0,2.23,5.7,33.0,7.9,40.0
2024,10,17,1,1.79,5.3,22.0,7.7,42.0
2024,10,17,2,1.72,5.4,11.0,5.9,42.0
2024,10,17,3,2.09,5.8,22.0,5.1,53.0
2024,10,17,4,1.47,5.6,22.0,4.5,45.0
2024,10,17,5,1.37,5.4,11.0,4.2,51.0
2024,10,17,6,1.42,5.5,0.0,3.1,57.0
2024,10,17,7,1.48,5.6,22.0,2.2,39.0
2024,10,17,8,1.6,5.8,22.0,3.1,39.0
2024,10,17,9,1.4,5.4,22.0,4.5,31.0
2024,10,17,10,1.23,5.5,0.0,4.2,13.0
2024,10,17,11,1.27,5.1,11.0,4.3,23.0
2024,10,17,12,1.26,5.1,11.0,4.4,24.0
2024,10,17,13,1.25,5.2,11.0,4.8,18.0
2024,10,17,14,1.09,5.0,11.0,5.5,17.0
2024,10,17,15,1.07,4.9,11.0,6.9,14.0
2024,10,17,16,1.08,4.6,0.0,7.3,24.0
2024,10,17,17,1.05,4.6,348.0,7.9,27.0
2024,10,17,18,1.34,5.0,11.0,7.4,25.0
2024,10,17,19,1.29,4.7,0.0,7.2,26.0
2024,10,17,20,1.52,5.1,11.0,7.1,26.0
2024,10,17,21,1.44,5.0,22.0,6.5,35.0
2024,10,17,22,1.31,4.9,22.0,4.8,31.0
2024,10,17,23,1.37,5.1,22.0,4.0,33.0
2024,10,18,0,1.2,4.9,22.0,2.6,45.0
2024,10,18,5,0.79,4.9,0.0,1.6,353.0
2024,10,18,6,0.68,4.8,11.0,2.6,12.0
2024,10,18,7,0.66,4.8,22.0,2.9,23.0
2024,10,18,8,0.6,4.5,22.0,2.3,29.0
2024,10,18,9,0.77,4.8,0.0,2.1,21.0
2024,10,18,11,0.88,4.8,22.0,2.8,350.0
2024,10,18,13,0.88,4.7,11.0,3.7,347.0
2024,10,18,14,0.86,4.7,11.0,4.8,348.0
2024,10,18,15,0.73,4.2,11.0,5.4,358.0
2024,10,18,16,0.81,4.3,11.0,5.3,12.0
2024,10,18,17,0.69,4.1,11.0,5.2,23.0
2024,10,18,18,0.73,4.2,11.0,5.3,19.0
2024,10,18,19,0.64,4.1,0.0,5.0,31.0
2024,10,18,20,0.64,4.2,33.0,5.0,30.0
2024,10,18,21,0.65,4.3,11.0,4.0,30.0
2024,10,18,22,0.66,4.2,22.0,3.3,21.0
2024,10,18,23,0.65,4.4,33.0,2.9,14.0
2024,10,19,0,0.65,4.4,22.0,4.6,349.0
2024,10,19,1,0.63,4.3,22.0,3.9,6.0
2024,10,19,2,0.62,4.3,11.0,4.4,17.0
2024,10,19,3,0.69,4.3,22.0,3.9,21.0
2024,10,19,4,0.51,4.0,11.0,3.4,19.0
2024,10,19,5,0.46,4.0,11.0,3.3,3.0
2024,10,19,6,0.47,4.1,0.0,3.3,24.0
2024,10,19,7,0.42,4.0,0.0,3.8,355.0
2024,10,19,8,0.44,3.9,22.0,3.9,3.0
2024,10,19,9,0.51,4.2,11.0,4.3,2.0
2024,10,19,10,0.51,4.0,348.0,4.6,356.0
2024,10,19,11,0.63,4.1,0.0,5.4,351.0
2024,10,19,12,0.67,4.3,22.0,4.9,7.0
2024,10,19,13,0.72,4.2,22.0,3.8,359.0
2024,10,19,14,0.78,4.3,22.0,4.7,17.0
2024,10,19,15,0.77,3.8,348.0,7.4,25.0
2024,10,19,16,0.95,4.1,348.0,7.4,26.0
2024,10,19,17,1.23,4.3,0.0,9.2,30.0
2024,10,19,18,1.77,5.0,11.0,10.7,30.0
2024,10,19,19,2.16,5.3,22.0,12.1,36.0
2024,10,19,20,2.68,5.9,22.0,13.6,32.0
2024,10,19,21,2.9,6.2,22.0,14.1,27.0
2024,10,19,22,3.79,6.7,22.0,13.7,28.0
2024,10,19,23,3.72,6.7,11.0,14.0,29.0
2024,10,20,0,3.51,6.7,22.0,13.5,37.0
2024,10,20,1,3.25,6.4,33.0,13.9,40.0
2024,10,20,2,3.11,6.2,11.0,13.7,39.0
2024,10,20,3,2.83,6.1,11.0,13.4,39.0
2024,10,20,4,2.49,5.6,11.0,13.6,37.0
2024,10,20,5,2.89,5.9,11.0,13.3,38.0
2024,10,20,6,2.54,5.8,11.0,14.0,35.0
2024,10,20,7,2.78,6.3,0.0,14.6,33.0
2024,10,20,8,3.01,6.0,348.0,15.0,27.0
2024,10,20,9,3.43,6.5,0.0,14.7,29.0
2024,10,20,10,3.38,6.6,0.0,14.8,32.0
2024,10,20,11,3.62,6.6,0.0,14.2,28.0
2024,10,20,12,3.67,6.3,11.0,13.9,32.0
2024,10,20,13,3.37,6.2,11.0,14.5,34.0
2024,10,20,14,3.22,6.3,11.0,14.6,34.0
2024,10,20,15,3.19,6.2,11.0,14.0,35.0
2024,10,20,16,3.1,6.0,11.0,14.8,33.0
2024,10,20,17,2.96,6.0,11.0,13.8,34.0
2024,10,20,18,2.6,5.7,11.0,13.0,33.0
2024,10,20,19,2.36,5.6,11.0,13.4,35.0
2024,10,20,20,2.79,5.9,0.0,13.4,32.0
2024,10,20,21,3.16,6.3,0.0,14.1,34.0
2024,10,20,22,2.82,6.1,11.0,13.2,31.0
2024,10,20,23,2.8,6.0,11.0,12.3,35.0
2024,10,21,0,2.95,6.2,33.0,11.3,39.0
2024,10,21,1,2.65,5.9,22.0,11.7,38.0
2024,10,21,2,2.75,5.7,22.0,11.0,39.0
2024,10,21,4,2.17,5.5,22.0,10.2,36.0
2024,10,21,5,2.23,5.7,11.0,9.8,46.0
2024,10,21,6,1.81,5.2,11.0,9.5,42.0
2024,10,21,7,1.97,5.5,11.0,9.3,41.0
2024,10,21,8,1.85,5.4,0.0,9.3,35.0
2024,10,21,9,2.07,5.7,0.0,9.0,35.0
2024,10,21,10,2.02,5.6,0.0,11.3,25.0
2024,10,21,11,2.36,5.7,22.0,10.4,25.0
2024,10,21,12,2.51,5.9,11.0,11.2,22.0
2024,10,21,13,2.45,5.5,11.0,10.7,25.0
2024,10,21,14,2.44,5.6,22.0,11.1,29.0
2024,10,21,15,2.66,5.6,22.0,11.4,29.0
2024,10,21,16,2.28,5.3,22.0,11.5,29.0
2024,10,21,17,2.28,5.2,22.0,11.9,33.0
2024,10,21,18,2.11,5.4,11.0,11.2,31.0
2024,10,21,19,2.1,5.4,11.0,10.4,30.0
2024,10,21,20,1.99,5.5,0.0,9.6,25.0
2024,10,21,21,2.0,5.4,0.0,9.1,20.0
2024,10,21,22,2.07,5.4,11.0,8.2,25.0
2024,10,21,23,2.22,5.9,11.0,6.6,30.0
2024,10,22,0,2.12,5.9,11.0,5.0,35.0
2024,10,22,1,2.13,6.0,11.0,5.5,36.0
2024,10,22,2,2.1,6.0,22.0,5.5,40.0
2024,10,22,3,1.67,5.8,22.0,5.5,51.0
2024,10,22,4,2.05,6.4,22.0,5.3,47.0
2024,10,22,5,1.8,6.0,11.0,4.9,40.0
2024,10,22,6,1.74,6.0,11.0,6.2,34.0
2024,10,22,7,1.77,5.9,11.0,6.5,35.0
2024,10,22,8,1.59,5.5,0.0,6.9,33.0
2024,10,22,9,1.86,5.7,0.0,6.4,40.0
2024,10,22,10,1.66,5.4,22.0,7.3,35.0
2024,10,22,11,2.24,5.8,11.0,10.3,24.0
2024,10,22,12,2.18,5.5,11.0,12.2,27.0
2024,10,22,13,2.55,5.8,11.0,12.7,24.0
2024,10,22,14,2.75,5.8,22.0,13.4,25.0
2024,10,22,15,3.0,5.9,22.0,14.8,27.0
2024,10,22,16,2.87,5.8,22.0,14.5,31.0
2024,10,22,17,2.98,5.6,22.0,15.2,32.0
2024,10,22,18,2.81,5.8,22.0,15.2,31.0
2024,10,22,19,3.0,5.9,11.0,15.6,36.0
2024,10,22,20,2.77,5.8,11.0,15.6,35.0
2024,10,22,21,3.02,6.0,11.0,16.2,34.0
2024,10,22,22,2.82,5.8,11.0,16.5,31.0
2024,10,22,23,2.83,5.8,0.0,16.4,28.0
2024,10,23,0,2.86,5.8,11.0,16.9,30.0
2024,10,23,1,3.35,6.1,0.0,17.3,30.0
2024,10,23,2,3.73,6.4,11.0,17.4,32.0
2024,10,23,3,3.53,6.0,22.0,18.4,35.0
2024,10,23,4,3.56,6.3,11.0,18.6,33.0
2024,10,23,5,3.41,5.9,0.0,18.6,33.0
2024,10,23,6,3.29,6.0,11.0,18.2,32.0
2024,10,23,7,3.4,6.2,11.0,19.8,35.0
2024,10,23,8,4.14,6.7,11.0,20.0,33.0
2024,10,23,9,3.77,6.7,11.0,20.2,31.0
2024,10,23,10,3.94,6.7,11.0,19.5,32.0
2024,10,23,11,3.79,6.3,11.0,20.4,28.0
2024,10,23,12,3.86,6.2,0.0,20.0,29.0
2024,10,23,13,4.46,6.8,11.0,19.9,30.0
2024,10,23,14,3.93,6.3,11.0,20.1,29.0
2024,10,23,15,4.12,6.4,11.0,19.9,29.0
2024,10,23,16,3.95,6.6,11.0,20.1,31.0
